Date,Close,Volume,Stock,pred_sum,Prediction,Confidence_Level,Stop_Loss,Predicted_Change,Predicted_Change_Ratio,Predicted_Next_Date
2021-04-08,192.8699951171875,1484225.0,CLX,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,202.74000549316406,1173745.0,CME,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,60.599998474121094,1946789.0,CMS,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,80.05999755859375,3345349.0,CTSH,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,79.63999938964844,3772967.0,CL,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,54.33000183105469,10780332.0,CMCSA,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,70.98999786376953,1019756.0,CMA,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,37.29999923706055,4479334.0,CAG,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,51.2400016784668,10040778.0,COP,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,381.0199890136719,286096.0,COO,3,Up,0.7132137417793274,373.2010124236858,382.80906427831684,0.0046954892557638205,2021-04-09
2021-04-08,114.94000244140625,912831.0,CPRT,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,46.93000030517578,2052866.0,CTVA,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,361.2200012207031,2839157.0,COST,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,8.779999732971191,4601799.0,COTY,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,175.75,1606439.0,CCI,3,Up,0.6869848569234213,171.98547217204612,178.84304415872407,0.017599113278657565,2021-04-09
2021-04-08,96.4800033569336,2472950.0,CSX,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,256.94000244140625,951726.0,CMI,3,Up,0.7617839773495992,239.2750469247246,259.8247594711213,0.011227356590272035,2021-04-09
2021-04-08,73.79000091552734,5180145.0,CVS,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,224.4499969482422,6169133.0,CRM,3,Up,0.7337833444277445,218.70963738506032,226.88585816046702,0.010852578504541254,2021-04-09
2021-04-08,91.47000122070312,2037371.0,DHI,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,229.94000244140625,1993264.0,DHR,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,145.74000549316406,1335478.0,DRI,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,106.86000061035156,856392.0,DVA,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,374.07000732421875,1240941.0,DE,3,Up,0.7340006232261658,368.71330152993767,376.89976515776794,0.007564781399585831,2021-04-09
2021-04-08,49.810001373291016,13546947.0,DAL,3,Up,0.7530379096666971,48.31963487439619,50.623834948787696,0.016338758342879112,2021-04-09
2021-04-08,22.34000015258789,6646506.0,DVN,3,Up,0.770118792851766,21.505134747020495,22.789186168115315,0.020106804496838344,2021-04-09
2021-04-08,378.3800048828125,431993.0,DXCM,3,Up,0.7003085613250732,367.7255810674441,383.46878835928334,0.01344886994767838,2021-04-09
2021-04-08,141.8800048828125,1510719.0,DLR,3,Up,0.6878841121991476,138.39249667544328,143.93314959174066,0.014470994067303473,2021-04-09
2021-04-08,99.5199966430664,1682474.0,DFS,3,Up,0.7181806166966757,97.18211461487546,100.9850905268695,0.014721603026753833,2021-04-09
2021-04-08,41.880001068115234,14780462.0,DISCA,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,35.779998779296875,4954447.0,DISCK,3,Up,0.7086606025695801,34.651381250358455,42.165104014063495,0.1784545962159503,2021-04-09
2021-04-08,37.849998474121094,2540479.0,DISH,3,Up,0.7537193695704142,36.773100526392,38.40099020696537,0.014557245840340034,2021-04-09
2021-04-08,207.19000244140625,1918198.0,DG,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,116.87999725341797,1024608.0,DLTR,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,76.20999908447266,2587348.0,D,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,383.9200134277344,362215.0,DPZ,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,138.52000427246094,466681.0,DOV,3,Up,0.6976089278856913,135.8738364231662,139.45427275553305,0.0067446466521504074,2021-04-09
2021-04-08,63.189998626708984,3332397.0,DOW,3,Up,0.7336824735005697,61.57653567768594,63.743996636219535,0.008767178692046788,2021-04-09
